query,street_norm,city,zip5,latitude,longitude,source
"2717 S Lamar Blvd, Austin, TX, 78704",2717 S Lamar Blvd,Austin,78704,30.245103191929,-97.780090703645,prior
"7212 W Sh 71, Austin, TX, 78735",7212 W Sh 71,Austin,78735,30.236278595934,-97.877603560427,prior
"4620 E Cesar Chavez St, Austin, TX, 78702",4620 E Cesar Chavez St,Austin,78702,30.251710420473,-97.701503522368,prior
"2115 Allred Dr, Austin, TX, 78748",2115 Allred Dr,Austin,78748,30.172651811244,-97.827377748364,prior
"3735 N I-35, Austin, TX, 78722",3735 N I-35,Austin,78722,30.294274468172,-97.719614936349,prior
"78 East Ave, Austin, TX, 78701",78 East Ave,Austin,78701,30.25791662973,-97.738067639935,prior
"6705 Us 290 Highway Service Rd, Austin, TX, 78735",6705 Us 290 Highway Service Rd,Austin,78735,30.233844747437,-97.865957327316,prior
"1701 Kramer Ln, Austin, TX, 78758",1701 Kramer Ln,Austin,78758,30.384998371162,-97.702804651873,prior
"6330 W US 290 Highway, Austin, TX, 78735",6330 W US 290 Highway,Austin,78735,30.235508724616,-97.859209817714,prior
"7130 Chimney Cors, Austin, TX, 78731",7130 Chimney Cors,Austin,78731,30.357481833124,-97.760942600152,prior
"4019 Menchaca Rd, Austin, TX, 78704",4019 Menchaca Rd,Austin,78704,30.232761333587,-97.78633243653,prior
"100 E Parsons St, Manor, TX, 78653",100 E Parsons St,Manor,78653,30.341006390336,-97.557645255838,prior
"904 Vargas Rd, Austin, TX, 78741",904 Vargas Rd,Austin,78741,30.233690003107,-97.694061840894,prior
"2421 Webberville Rd, Austin, TX, 78702",2421 Webberville Rd,Austin,78702,30.262798181706,-97.714515338604,prior
"209 W 5th St, Austin, TX, 78701",209 W 5th St,Austin,78701,30.267467634488,-97.744631542082,prior
"1007 E 6th St, Austin, TX, 78702",1007 E 6th St,Austin,78702,30.264994015091,-97.7324544433,prior
"11506 Century Oaks Ter Ste 100 #, Austin, TX, 78758",11506 Century Oaks Ter Ste 100 #,Austin,78758,30.401874152299,-97.726212983686,prior
"2702 E Cesar Chavez St, Austin, TX, 78702",2702 E Cesar Chavez St,Austin,78702,30.253465510107,-97.714033450157,prior
"2307 Kramer Ln, Austin, TX, 78758",2307 Kramer Ln,Austin,78758,30.391034228358,-97.714199718039,prior
"1413 Webberville Rd, Austin, TX, 78721",1413 Webberville Rd,Austin,78721,30.279739404971,-97.681147234965,prior
"2508 Durwood St, Austin, TX, 78704",2508 Durwood St,Austin,78704,30.239903215372,-97.758786834417,prior
"3121 S Lamar Blvd, Austin, TX, 78704",3121 S Lamar Blvd,Austin,78704,30.241734181292,-97.784766607145,prior
"3701 N I-35, Austin, TX, 78722",3701 N I-35,Austin,78722,30.294057971997,-97.719752440683,prior
"4534 West Gate Blvd, Austin, TX, 78745",4534 West Gate Blvd,Austin,78745,30.230546813966,-97.800882742282,prior
"6001 W William Cannon Dr Ste 301 #, Austin, TX, 78749",6001 W William Cannon Dr Ste 301 #,Austin,78749,30.228590325315,-97.862640682946,prior
"2400 Seton Ave, Austin, TX, 78705",2400 Seton Ave,Austin,78705,30.287937540102,-97.743962226995,prior
"5517 Menchaca Rd, Austin, TX, 78745",5517 Menchaca Rd,Austin,78745,30.21655129813,-97.796701163344,prior
"1914 E 12th St, Austin, TX, 78702",1914 E 12th St,Austin,78702,30.273870249289,-97.719724045086,prior
"6507 Burnet Rd, Austin, TX, 78757",6507 Burnet Rd,Austin,78757,30.339897321586,-97.73891894665,prior
"1400 E 4th St, Austin, TX, 78702",1400 E 4th St,Austin,78702,30.261925282912,-97.729286957691,prior
"2606 S 1st St, Austin, TX, 78704",2606 S 1st St,Austin,78704,30.239564597529,-97.761304015074,prior
"1745 W Anderson Ln, Austin, TX, 78757",1745 W Anderson Ln,Austin,78757,30.352849304499,-97.724074028722,prior
"2015 E Riverside Dr, Austin, TX, 78741",2015 E Riverside Dr,Austin,78741,30.240909595478,-97.727749314746,prior
"1501 E 7th St, Austin, TX, 78702",1501 E 7th St,Austin,78702,30.264255017226,-97.727075625026,prior
"4109 S Capital of Texas Highway, Austin, TX, 78704",4109 S Capital of Texas Highway,Austin,78704,30.240194683994,-97.799874941475,prior
"901 E 5th St Fl 8, Austin, TX, 78702",901 E 5th St Fl 8,Austin,78702,30.264454512404,-97.733956373682,prior
"1405 E 7th St, Austin, TX, 78702",1405 E 7th St,Austin,78702,30.264568240909,-97.727924779455,prior
"78 N Interstate 35, Austin, TX, 78701",78 N Interstate 35,Austin,78701,30.259501809436,-97.737469203813,prior
"3220 Amy Donovan Plz, Austin, TX, 78758",3220 Amy Donovan Plz,Austin,78758,30.396546908904,-97.7273767669,prior
"2027 E Cesar Chavez St, Austin, TX, 78702",2027 E Cesar Chavez St,Austin,78702,30.256328057415,-97.722540939803,prior
"10001 S Interstate 35, Austin, TX, 78747",10001 S Interstate 35,Austin,78747,30.161728402588,-97.788257860811,prior
"1300 E Anderson Ln Suite 1001, Austin, TX, 78752",1300 E Anderson Ln Suite 1001,Austin,78752,30.334408030543,-97.689391104866,prior
"22000 W Sh 71, Spicewood, TX, 78669",22000 W Sh 71,Spicewood,78669,30.365758649931,-98.071134676936,prior
"2414 S Lamar Blvd, Austin, TX, 78704",2414 S Lamar Blvd,Austin,78704,30.246894198592,-97.777391049851,prior
"4914 Burleson Rd, Austin, TX, 78744",4914 Burleson Rd,Austin,78744,30.21188875673,-97.729735060722,prior
"1300 E Anderson Ln Apt 1316, Austin, TX, 78752",1300 E Anderson Ln Apt 1316,Austin,78752,30.334408030543,-97.689391104866,prior
"1417 S 1st St, Austin, TX, 78704",1417 S 1st St,Austin,78704,30.250515827407,-97.7546218393,prior
"1300 E Anderson Ln Apt 1406, Austin, TX, 78752",1300 E Anderson Ln Apt 1406,Austin,78752,30.334408030543,-97.689391104866,prior
"504 W Oltorf St, Austin, TX, 78704",504 W Oltorf St,Austin,78704,30.241451396332,-97.758063835238,prior
"1333 W Ben White Blvd, Austin, TX, 78704",1333 W Ben White Blvd,Austin,78704,30.227384007883,-97.780268691096,prior
"3103 S Lamar Blvd, Austin, TX, 78704",3103 S Lamar Blvd,Austin,78704,30.241805361707,-97.784663325756,prior
"1300 E Anderson Ln Apt 1315, Austin, TX, 78752",1300 E Anderson Ln Apt 1315,Austin,78752,30.334408030543,-97.689391104866,prior
"2500 Montopolis Dr, Austin, TX, 78741",2500 Montopolis Dr,Austin,78741,30.220159941487,-97.707191247086,prior
"3508 S Lamar Blvd, Austin, TX, 78704",3508 S Lamar Blvd,Austin,78704,30.239823165207,-97.787691152819,prior
"405 Comal St, Austin, TX, 78702",405 Comal St,Austin,78702,30.261261571357,-97.727292955129,prior
"801 Barton Springs Rd, Austin, TX, 78704",801 Barton Springs Rd,Austin,78704,30.259130725816,-97.752364237508,prior
"1701 E Saint Elmo Rd, Austin, TX, 78744",1701 E Saint Elmo Rd,Austin,78744,30.212419147751,-97.752245560217,prior
"1104 E 11th St, Austin, TX, 78702",1104 E 11th St,Austin,78702,30.269098145266,-97.72878355454,prior
"12246 Running Bird Ln, Austin, TX, 78758",12246 Running Bird Ln,Austin,78758,30.408458879121,-97.692902170379,prior
"3815 Dry Creek Dr, Austin, TX, 78731",3815 Dry Creek Dr,Austin,78731,30.343112153291,-97.764077308495,prior
"8511 Carranzo Dr, Austin, TX, 78735",8511 Carranzo Dr,Austin,78735,30.27189108075,-97.87814229633,prior
"6550 Comanche Trl #, Austin, TX, 78732",6550 Comanche Trl #,Austin,78732,30.405142442031,-97.87336265621,prior
"3505 N I-35, Austin, TX, 78722",3505 N I-35,Austin,78722,30.292809935223,-97.720545112724,prior
"1410 E 6th St, Austin, TX, 78702",1410 E 6th St,Austin,78702,30.263721350414,-97.728344264786,prior
"1404 Royston Ln, Round Rock, TX, 78664",1404 Royston Ln,Round Rock,78664,30.458194070854,-97.651759242894,prior
"2300 W Ben White Blvd, Austin, TX, 78704",2300 W Ben White Blvd,Austin,78704,30.232278716176,-97.791975078061,prior
"19903 FM 685, Pflugerville, TX, 78660",19903 FM 685,Pflugerville,78660,30.479434775049,-97.587120653485,prior
"2129 Goodrich Ave, Austin, TX, 78704",2129 Goodrich Ave,Austin,78704,30.247989423584,-97.773754519837,prior
"615 S Lamar Blvd, Austin, TX, 78704",615 S Lamar Blvd,Austin,78704,30.259553734158,-97.758860308206,prior
"2911 S 1st St, Austin, TX, 78704",2911 S 1st St,Austin,78704,30.235884396761,-97.763472851507,prior
"4930 S Congress Ave Ste 304 #, Austin, TX, 78745",4930 S Congress Ave Ste 304 #,Austin,78745,30.211288115741,-97.771315902127,prior
"2136 E 7th St, Austin, TX, 78702",2136 E 7th St,Austin,78702,30.261662845193,-97.718180319417,prior
"76 Rainey St, Austin, TX, 78701",76 Rainey St,Austin,78701,30.259155502707,-97.73871737312,prior
"1007 S Congress Ave Apt 120 #, Austin, TX, 78704",1007 S Congress Ave Apt 120 #,Austin,78704,30.254569005126,-97.747761764551,prior
"1310 Howard Ln, Austin, TX, 78728",1310 Howard Ln,Austin,78728,30.424707484282,-97.672035648424,prior
"8716 Research Blvd, Austin, TX, 78757",8716 Research Blvd,Austin,78757,30.363886146976,-97.719297175165,arcgis
"2000 Medical Dr, Lakeway, TX, 78734",2000 Medical Dr,Lakeway,78734,30.345054860387,-97.969996378743,arcgis
"3944 S FM 620 Rd, Bee Cave, TX, 78738",3944 S FM 620 Rd,Bee Cave,78738,30.308450502487,-97.94538451263,arcgis
"3102 E Sh 71 Service Rd, Austin, TX, 78617",3102 E Sh 71 Service Rd,Austin,78617,30.204313260925,-97.642056427972,census
"12129 FM 620 N, Austin, TX, 78750",12129 FM 620 N,Austin,78750,30.460984334564,-97.816936037418,arcgis
"12611 Shops Pkwy, Austin, TX, 78738",12611 Shops Pkwy,Austin,78738,30.303261056684,-97.939924792359,arcgis
"12700 Hill Country Blvd, Austin, TX, 78738",12700 Hill Country Blvd,Austin,78738,30.308627193006,-97.938734729746,arcgis
"1602 S FM 620 Rd, Lakeway, TX, 78734",1602 S FM 620 Rd,Lakeway,78734,30.346298022357,-97.965421871266,arcgis
"20908 Burgan Path, Hutto, TX, 78634",20908 Burgan Path,Hutto,78634,30.495986659311,-97.584325902902,arcgis
"17510 Schultz Ln, Pflugerville, TX, 78660",17510 Schultz Ln,Pflugerville,78660,30.474137636122,-97.641370286067,arcgis
"1100 E Parmer Ln, Austin, TX, 78753",1100 E Parmer Ln,Austin,78753,30.398153001628,-97.654007010932,arcgis
"428 Grand Avenue Pkwy, Pflugerville, TX, 78660",428 Grand Avenue Pkwy,Pflugerville,78660,30.466081034609,-97.645583701155,arcgis
"3500 S FM 620 Rd #, Bee Cave, TX, 78738",3500 S FM 620 Rd #,Bee Cave,78738,30.308450502487,-97.94538451263,arcgis
"13945 N US 183 Highway Service Rd, Austin, TX, 78717",13945 N US 183 Highway Service Rd,Austin,78717,30.472486726777,-97.797904689586,census
"106 Canyon Ridge, Austin, Tx, 78753, Austin, TX, 78753","106 Canyon Ridge, Austin, Tx, 78753",Austin,78753,30.397834866493,-97.668027085098,arcgis
"7525 E Us 290 Highway Service Rd, Austin, TX, 78723",7525 E Us 290 Highway Service Rd,Austin,78723,30.323985312285,-97.675256308948,arcgis
"7310 Elroy Rd, Del Valle, TX, 78617",7310 Elroy Rd,Del Valle,78617,30.153356711452,-97.639384948481,arcgis
"13000 N I-35 Service Rd, Austin, TX, 78753",13000 N I-35 Service Rd,Austin,78753,30.113058959186,-97.807550008535,census
"11400 N Mopac Expy, Austin, TX, 78759",11400 N Mopac Expy,Austin,78759,30.408300007884,-97.732200025456,arcgis
"11431 Bee Cave Rd, Bee Cave, TX, 78738",11431 Bee Cave Rd,Bee Cave,78738,30.30974789537,-97.91330587953,arcgis
"13729 N US 183 Highway, Austin, TX, 78729",13729 N US 183 Highway,Austin,78729,30.459875115408,-97.790168681084,arcgis
"3325 S FM 620 Rd, Bee Cave, TX, 78738",3325 S FM 620 Rd,Bee Cave,78738,30.327625279467,-97.964001390135,arcgis
"2001 Ed Bluestein Blvd, Austin, TX, 78725",2001 Ed Bluestein Blvd,Austin,78725,30.259131076228,-97.674762926399,census
"9500 McNeil Dr, Austin, TX, 78750",9500 McNeil Dr,Austin,78750,30.397946890629,-97.824886691675,arcgis
"3702 S FM 620 Rd, Austin, TX, 78738",3702 S FM 620 Rd,Austin,78738,30.323665565332,-97.968104493746,arcgis
"13011 Shops Pkwy, Bee Cave, TX, 78738",13011 Shops Pkwy,Bee Cave,78738,30.307003995547,-97.945740492058,arcgis
"7424 E Us 290 Highway Service Rd, Austin, TX, 78752",7424 E Us 290 Highway Service Rd,Austin,78752,30.325677408988,-97.677694436944,arcgis
"8309 RESEARCH BLVD, Austin, TX, 78758",8309 RESEARCH BLVD,Austin,78758,30.356010474085,-97.715108926091,census
"1100 Rauscher Dr, Pflugerville, TX, 78660",1100 Rauscher Dr,Pflugerville,78660,30.466027474248,-97.608504424621,arcgis
"12600 Country Trl, Austin, TX, 78732",12600 Country Trl,Austin,78732,30.366050019099,-97.900319964579,arcgis
"12601 Country Trl, Austin, TX, 78732",12601 Country Trl,Austin,78732,30.36507000698,-97.902969987086,arcgis
"10000 RESEARCH BLVD, Austin, TX, 78759",10000 RESEARCH BLVD,Austin,78759,30.392489005684,-97.746945608231,census
"109 W Anderson Ln, Austin, TX, 78752",109 W Anderson Ln,Austin,78752,30.344207321323,-97.706345419782,census
"10111 D K Ranch Rd, Austin, TX, 78759",10111 D K Ranch Rd,Austin,78759,30.413960600465,-97.781018995578,arcgis
"12801 Escarpment Blvd, Austin, TX, 78739",12801 Escarpment Blvd,Austin,78739,30.170296076764,-97.909750779117,arcgis
"4219 Bee Creek Rd, Lakeway, TX, 78738",4219 Bee Creek Rd,Lakeway,78738,30.354680009351,-98.028050026869,arcgis
"8309 Research Blvd, Austin, TX, 78758",8309 Research Blvd,Austin,78758,30.356010474085,-97.715108926091,census
"8905 Alphabet Dr, Austin, TX, 78744",8905 Alphabet Dr,Austin,78744,30.150312110852,-97.700960923778,arcgis
"15900 N I-35, Austin, TX, 78728",15900 N I-35,Austin,78728,30.456536687192,-97.667853579702,arcgis
"5800 E Parmer Ln, Manor, TX, 78653",5800 E Parmer Ln,Manor,78653,30.369677622975,-97.610366380592,arcgis
"3301 Serene Hills Ct, Lakeway, TX, 78738",3301 Serene Hills Ct,Lakeway,78738,30.348474718793,-97.996458047068,arcgis
"14125 The Lakes Blvd, Pflugerville, TX, 78660",14125 The Lakes Blvd,Pflugerville,78660,30.427794764018,-97.664052638069,arcgis
"7112 Ed Bluestein Blvd, Austin, TX, 78723",7112 Ed Bluestein Blvd,Austin,78723,30.31256480157,-97.663802102983,arcgis
"6500 S Us 183 Highway, Austin, TX, 78744",6500 S Us 183 Highway,Austin,78744,30.164057435253,-97.693107151128,census
"860 E Anderson Ln, Austin, TX, 78753",860 E Anderson Ln,Austin,78753,30.338308834505,-97.697856064857,census
"2751 E Sh 71 Service Rd, Austin, TX, 78617",2751 E Sh 71 Service Rd,Austin,78617,30.210159156371,-97.652738686932,census
"12110 Manchaca Rd, Austin, TX, 78748",12110 Manchaca Rd,Austin,78748,30.142389242604,-97.833959766586,arcgis
"6156 W US 290 Highway, Austin, TX, 78735",6156 W US 290 Highway,Austin,78735,30.235533833214,-97.857538062702,census
"12500 FM 969 Rd, Austin, TX, 78724",12500 FM 969 Rd,Austin,78724,30.25407948543,-97.602442632244,arcgis
"10515 N Mopac Expy, Austin, TX, 78759",10515 N Mopac Expy,Austin,78759,30.391045399192,-97.732001625808,arcgis
"13435 N US 183 Highway Service Rd, Austin, TX, 78729",13435 N US 183 Highway Service Rd,Austin,78729,30.448283194773,-97.787957367389,arcgis
"10706 N Mopac Expy, Austin, TX, 78759",10706 N Mopac Expy,Austin,78759,30.397001998684,-97.733554960104,arcgis
"6134 W Us 290 Highway Service Rd, Austin, TX, 78735",6134 W Us 290 Highway Service Rd,Austin,78735,30.235538478255,-97.857416352616,census
"4802 S Us 183 Highway, Austin, TX, 78744",4802 S Us 183 Highway,Austin,78744,30.182605488311,-97.688181790378,arcgis
"17000 Sweetwater Village Dr, Bee Cave, TX, 78738",17000 Sweetwater Village Dr,Bee Cave,78738,30.31953179758,-98.007445632484007,arcgis
"10710 Research Blvd, Austin, TX, 78759",10710 Research Blvd,Austin,78759,30.398389127189,-97.746551501828,census
"6800 Metropolis DR, Austin, TX, 78744",6800 Metropolis DR,Austin,78744,30.205396176411,-97.706799673711,arcgis
"10000 Research Blvd, Austin, TX, 78759",10000 Research Blvd,Austin,78759,30.392489005684,-97.746945608231,census
"12407 N Mopac Expy, Austin, TX, 78758",12407 N Mopac Expy,Austin,78758,30.417087443043,-97.704818580967,census
"959 Reinli St, Austin, TX, 78751",959 Reinli St,Austin,78751,30.318592018596,-97.70844202382,arcgis
"11643 Research Blvd, Austin, TX, 78759",11643 Research Blvd,Austin,78759,30.416703231001,-97.745926242642,census
"1701 Lohmans Crossing Rd, Lakeway, TX, 78734",1701 Lohmans Crossing Rd,Lakeway,78734,30.352984098882,-97.976013579395,arcgis
"10107 Research Blvd, Austin, TX, 78759",10107 Research Blvd,Austin,78759,30.39253039989,-97.745820089354,census
"9333 RESEARCH BLVD, Austin, TX, 78759",9333 RESEARCH BLVD,Austin,78759,30.381815616707,-97.738859800121,census
"325 S FM 620 Rd Ste 102 #, Lakeway, TX, 78734",325 S FM 620 Rd Ste 102 #,Lakeway,78734,30.379470493821,-97.94691588634,arcgis
"919 E Koenig Ln, Austin, TX, 78751",919 E Koenig Ln,Austin,78751,30.320757109731,-97.709649493473,census
"6705 W Us 290 Highway, Austin, TX, 78749",6705 W Us 290 Highway,Austin,78749,30.233844747437,-97.865957327316,census
"1021 E Parmer Ln, Austin, TX, 78753",1021 E Parmer Ln,Austin,78753,30.398445571958,-97.655178884815,arcgis
"7015 W Us 290 Highway, Austin, TX, 78749",7015 W Us 290 Highway,Austin,78749,30.233286836736,-97.874267455883,census
"14900 N I-35, Austin, TX, 78728",14900 N I-35,Austin,78728,30.441990145688,-97.669420492681,arcgis
"1310 S FM 620 Rd, Lakeway, TX, 78734",1310 S FM 620 Rd,Lakeway,78734,30.348418511479,-97.965871716907,arcgis
"11201 N Mopac Expy, Austin, TX, 78759",11201 N Mopac Expy,Austin,78759,30.401697557909,-97.7286804805,census
"2027 Aldrich St, Austin, TX, 78723",2027 Aldrich St,Austin,78723,30.299862614041,-97.703715887714,arcgis
"14730 N I-35 Service Rd, Austin, TX, 78728",14730 N I-35 Service Rd,Austin,78728,30.439214981366,-97.670182994413,arcgis
"7000 Metropolis Dr, Austin, TX, 78744",7000 Metropolis Dr,Austin,78744,30.206569852404,-97.704601771061,arcgis
"11206 S I-35 Service Rd, Austin, TX, 78748",11206 S I-35 Service Rd,Austin,78748,30.140400445949,-97.796380292089,arcgis
"7500 S Pleasant Valley Rd, Austin, TX, 78744",7500 S Pleasant Valley Rd,Austin,78744,30.170501098116,-97.756224236338,arcgis
"18612 Pfluger Farm Ln, Pflugerville, TX, 78660",18612 Pfluger Farm Ln,Pflugerville,78660,30.472418046776,-97.599916829541,arcgis
"6600 S Mopac Expy, Austin, TX, 78749",6600 S Mopac Expy,Austin,78749,30.221417010865,-97.836989992222,arcgis
"14200 N I-35 Service Rd, Austin, TX, 78728",14200 N I-35 Service Rd,Austin,78728,30.432024984822,-97.671222350407,arcgis
"4401 Tilley St, Austin, TX, 78723",4401 Tilley St,Austin,78723,30.296155633543,-97.694516916617,arcgis
"14509 FM 969 Rd, Austin, TX, 78724",14509 FM 969 Rd,Austin,78724,30.247006248798,-97.5821202889,arcgis
"12525 N Mopac Expy, Austin, TX, 78727",12525 N Mopac Expy,Austin,78727,30.418486358683,-97.704179906445,census
"8752 Research Blvd, Austin, TX, 78757",8752 Research Blvd,Austin,78757,30.365052656441,-97.71968366472,arcgis
"8606 Research Blvd, Austin, TX, 78757",8606 Research Blvd,Austin,78757,30.362126617861,-97.717713079284,arcgis
"5446 W US 290 Highway, Austin, TX, 78735",5446 W US 290 Highway,Austin,78735,30.228405717192,-97.882851492079,arcgis
"12200 RESEARCH BLVD, Austin, TX, 78759",12200 RESEARCH BLVD,Austin,78759,30.425906988899,-97.753623296283,census
"1501 S Mopac Expy, Austin, TX, 78746",1501 S Mopac Expy,Austin,78746,30.262208749915,-97.789252030199,census
"5600 Cameron Rd, Austin, TX, 78723",5600 Cameron Rd,Austin,78723,30.313795725961,-97.704540583167,arcgis
"13681 N Us 183 Highway Service Rd, Austin, TX, 78729",13681 N Us 183 Highway Service Rd,Austin,78729,30.456417286981,-97.790940235272,arcgis
"9012 Research Blvd C-6, Austin, TX, 78757",9012 Research Blvd C-6,Austin,78757,30.370678422214,-97.725727268367,arcgis
"13000 N FM 620 Rd, Austin, TX, 78613",13000 N FM 620 Rd,Austin,78613,30.46863034855,-97.799514754582,arcgis
"11200 Lakeline Mall Dr, Cedar Park, TX, 78613",11200 Lakeline Mall Dr,Cedar Park,78613,30.470564766075,-97.806548260994,arcgis
"9070 Research Blvd, Austin, TX, 78757",9070 Research Blvd,Austin,78757,30.372624951588,-97.727901198775,arcgis
"13229 N FM 620 Rd, Austin, TX, 78729",13229 N FM 620 Rd,Austin,78729,30.469805193187,-97.791021721196,census
"13216 N I-35 Service Rd, Austin, TX, 78753",13216 N I-35 Service Rd,Austin,78753,30.416958765321,-97.673489990492,arcgis
"12860 N Us 183 Highway Service Rd, Austin, TX, 78750",12860 N Us 183 Highway Service Rd,Austin,78750,30.43435465099,-97.772711188427,arcgis
"11228 Domain Dr, Austin, TX, 78759",11228 Domain Dr,Austin,78759,30.399036538042,-97.725801951124,arcgis
